Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
knit-rite-prosthetic-sock-pin-lock,,,,,,,,,Short,,Lightweight,Width,Narrow,1S3SNASH,200,shopify,10,deny,manual,52.40,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock-pin-lock,,,,,,,,,Short,,Lightweight,Width,Wide,1S3SWDSH,200,shopify,10,deny,manual,52.40,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock-pin-lock,,,,,,,,,Xshort,,3-Ply,Width,Regular,1S33SRXS,200,shopify,10,deny,manual,52.40,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock-pin-lock,,,,,,,,,Xshort,,5-Ply,Width,Regular,1S35SRXS,200,shopify,10,deny,manual,52.40,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock-pin-lock,,,,,,,,,Xshort,,Lightweight,Width,Regular,1S3SRGXS,200,shopify,10,deny,manual,52.40,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock-pin-lock,,,,,,,,,Long,,3-Ply,Width,Wide,1S33SWLG,200,shopify,10,deny,manual,52.40,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock-pin-lock,,,,,,,,,Long,,5-Ply,Width,Wide,1S35SWLG,200,shopify,10,deny,manual,52.40,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock-suction,Knit-Rite Prosthetic Socks for Suction Systems (3-Pack),"<h4>Product Overview</h4>
<p>Knit-Rite prosthetic socks for suction suspension systems feature a closed, airtight distal end to maintain the vacuum seal required by suction and elevated vacuum systems. Worn over a prosthetic liner or directly against the skin, these socks help manage daily limb volume changes.</p>
<p>Available in multiple ply weights (Lightweight, 3-Ply, 5-Ply), lengths, and widths to allow precise volume management throughout the day.</p>
<h4>Key Features</h4>
<ul>
<li>Closed distal end maintains airtight seal for suction systems</li>
<li>Sold in convenient 3-packs</li>
<li>Available in Lightweight, 3-Ply, and 5-Ply options</li>
<li>Multiple lengths and widths for optimal fit</li>
<li>Soft, breathable knit construction</li>
<li>Helps manage daily limb volume fluctuations</li>
</ul>",Knit-Rite,,Prosthetic Sock,"sock, prosthetic, knit-rite, suction, 3-pack",TRUE,,Medium,,3-Ply,,Narrow,1S33NAMD,200,shopify,10,deny,manual,52.40,,TRUE,TRUE,,https://www.spsco.com/media/catalog/product/1/s/1s3_sock_image_main.jpg,1,Knit-Rite Prosthetic Sock for Suction Systems,FALSE,Knit-Rite Prosthetic Socks for Suction Systems | AmpuMe,"Prosthetic socks with closed distal end for suction suspension. Available in multiple ply weights, lengths, and widths. Sold in 3-packs.",active
knit-rite-prosthetic-sock-suction,,,,,,,,,Medium,,5-Ply,,Wide,1S35WDMD,200,shopify,10,deny,manual,52.40,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock-suction,,,,,,,,,Medium,,3-Ply,,Regular,1S33RGMD,200,shopify,10,deny,manual,52.40,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock-suction,,,,,,,,,Medium,,3-Ply,,Wide,1S33WDMD,200,shopify,10,deny,manual,52.40,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock-suction,,,,,,,,,Medium,,5-Ply,,Narrow,1S35NAMD,200,shopify,10,deny,manual,52.40,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock-suction,,,,,,,,,Medium,,5-Ply,,Regular,1S35RGMD,200,shopify,10,deny,manual,52.40,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock-suction,,,,,,,,,Medium,,Lightweight,,Wide,1S31WDMD,200,shopify,10,deny,manual,52.40,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock-suction,,,,,,,,,Xshort,,3-Ply,,Regular,1S33RGXS,200,shopify,10,deny,manual,52.40,,TRUE,TRUE,,,,,,,,
knit-rite-prosthetic-sock-suction,,,,,,,,,Xshort,,5-Ply,,Regular,1S35RGXS,200,shopify,10,deny,manual,52.40,,TRUE,TRUE,,,,,,,,
